stop_id,stop_name,stop_lat,stop_lon
23665,Ahıskakent İlkokulu,38.5609606172483,27.0607461873602
24234,Tepe,38.5570504260822,27.0596071618632
23258,Egekent 2 İstiklal,38.5564361274773,27.0582145997231
23256,Egekent 2 Koruluk,38.5557059483249,27.0568081450926
21526,İrem Sitesi,38.557659,27.045549
21524,Market,38.559772,27.045221
21523,Market,38.5601,27.0453
12679,Durallar İlkokulu,38.3715397671156,27.113909726409
12739,Palmiyeler,38.3718,27.1124
12741,Tahir Merzeci Ortaokulu,38.369616571522,27.1116681643225
12742,Yeni Çamlık,38.3677676833855,27.1108787486469
12740,Tahir Merzeci Ortaokulu,38.3702154431342,27.1119935898834
12738,Palmiyeler,38.3715,27.1124
12676,Durallar İlkokulu,38.3714004472263,27.1139005818435
12674,Dere,38.3712701662591,27.1174119831105
12672,Eda,38.3724,27.1204
12670,İyiburnaz Ortaokulu,38.3741004598921,27.1213005516744
12656,Karabağlar Trafo Merkezi,38.3746,27.1241
12654,Selvili Cami,38.3752,27.1265
12652,Barış,38.3772,27.1235
12650,Günaltay Meydan,38.3778,27.1214
12648,Aktaş Cami,38.378600467241,27.1195005535537
12646,Emniyet,38.3795,27.1182
14337,Dede,38.3807,27.1163
14333,Şehit Jandarma Uzman Çavuş Süleyman Güneri,38.3795654629256,27.1137265746901
12214,Bayram Kahya,38.3814,27.1131
12212,Karaselvi,38.3854,27.1152
12210,Karakuyu,38.387572,27.116164
12208,Bozyaka Cami,38.389558,27.120685
12206,Kestelli,38.3901,27.1224
12204,Zincirlikuyu,38.3922,27.1259
21028,İzkent Son Durak,38.5179004658544,27.0651003549622
21027,Atatürk Mahallesi Zirve,38.5190004631725,27.0643003537789
21029,Atatürk Mahallesi Gezer,38.5199004651304,27.0651003443634
21031,Atatürk Mahallesi Doğan,38.5209004685104,27.0664003314785
22078,Atatürk Mahallesi TOKİ İlkokulu,38.5223004589915,27.0633003419754
22088,Atatürk Mahallesi Toki Evleri 2,38.5213004559543,27.0621003543191
22086,Atatürk Mahallesi Toki Evleri 1,38.5212700996051,27.0594048786645
22272,Yağmur,38.5218,27.0579
22274,Orkide,38.521,27.0565
22282,Bulut,38.5204,27.0546
21064,Evka 5 Cumhuriyet,38.5188004341629,27.0540004146525
21061,Evka 5 İş Merkezi,38.517,27.0529
21062,9 Eylül,38.5154326949456,27.0519641311193
21070,Palmiye,38.517583,27.050627
21072,Önder,38.518962,27.049772
21074,Yıldız Tınas İzmiroğlu Anadolu Lisesi,38.5175834191559,27.0483484538841
21060,Atatürk,38.5150004233929,27.0494004609108
21058,İlkevler 2,38.5138,27.0518
21056,İlkevler,38.515,27.0534
21054,Evka 5 Park,38.5158,27.0551
21052,Çiğli İMKB Mesleki ve Teknik Anadolu Lisesi,38.5134004342257,27.0531004475467
21050,Münevver Öğretmen Ortaokulu,38.5123384803071,27.0513530073547
22174,Egekent Aktarma Merkezi,38.5074950937689,27.0463886850242
22168,Tüvtürk,38.5104,27.0435
20096,Balatçık Kahveler,38.5119,27.0452
21049,Münevver Öğretmen Ortaokulu,38.5119874292042,27.0510084667258
21051,Çiğli İMKB Mesleki ve Teknik Anadolu Lisesi,38.513400435315,27.0535004452337
21053,Evka 5 Park,38.5159,27.0546
21055,İlkevler,38.5149,27.0533
23514,İlkevler 2,38.5139281041523,27.0518879320692
21057,Atatürk,38.5145289798938,27.0497096940342
21073,Yıldız Tınas İzmiroğlu Anadolu Lisesi,38.5176064196426,27.0485304527044
21071,Önder,38.518861,27.049665
21069,Palmiye,38.517565,27.050539
21059,9 Eylül,38.5162004315513,27.0526004362162
21063,Evka 5 Cumhuriyet,38.5186676317772,27.0541648593274
22281,Bulut,38.5203,27.0546
22275,Orkide,38.5209,27.0564
22273,Yağmur,38.5219,27.0576
22085,Atatürk Mahallesi Toki Evleri 1,38.5212819336602,27.0594323539258
22087,Atatürk Mahallesi Toki Evleri 2,38.5213004562415,27.0622003537373
22077,Atatürk Mahallesi TOKİ İlkokulu,38.5219004588696,27.0632003447063
23533,Atatürk Mahallesi Gezer,38.5199064647919,27.0649833450096
20700,Nafiz Gürman,38.488182,27.143249
20536,Orkide,38.4863,27.1418
20532,Kayalık,38.4838614877494,27.1398910065926
20530,Nafiz Gürman Eski Son Durak,38.4822413267042,27.1382172740586
20528,Vali Namık Kemal İlköğretim Okulu,38.480898,27.136445
20526,Nuri Atik Mesleki ve Teknik Anadolu Lisesi,38.4796686533683,27.1356281631225
20524,Gümüşpala Lisesi,38.478442,27.134303
20516,Gümüşpala Ticaret Lisesi,38.477386,27.134356
20518,Karşıyaka Endüstri Meslek Lisesi,38.477176,27.136569
20520,Nafiz Gürman Muhtarlık,38.4775106272593,27.1396986560903
20456,Gümüşpala Su Deposu,38.4766,27.1405
20454,Gümüşpala Merkez,38.4743,27.14
20452,Emek,38.47207,27.138014
20450,Muhtar,38.4701,27.1372
20444,Gümüşpala Karakol,38.469405,27.134929
20442,Gümüşpala Dört Yol,38.4694225312289,27.1316343418567
20440,Ellinci Yıl İlkokulu,38.4695266272503,27.1299242400767
20434,Terzi,38.4695,27.1279
20432,Gümüşpala Çamlık,38.470035,27.12601
20430,Bahçe,38.4711946129039,27.1237612636877
20428,Demirci,38.471214,27.118158
20426,Soğukkuyu,38.469,27.1167
10492,Halkapınar 2,38.435487714442,27.1680118167861
22230,Gazeteci Çetin Altan Anadolu Ticaret Lisesi,38.4737,27.1172
30156,Çamdibi Esnaf Odası,38.4317,27.1936
30154,Kartal,38.4324,27.1907
30152,Gürbüz,38.4331007051533,27.1865001345773
30150,Kamil Tunca Bulvarı,38.4330956957812,27.1825641514773
10471,Halkapınar Metro,38.432766,27.169153
30149,Kamil Tunca Bulvarı,38.433,27.1817
30151,Gürbüz,38.433,27.1865
30153,Kartal,38.4321,27.1913
30155,Çamdibi Esnaf Odası,38.4315,27.194
30157,Umut,38.430806,27.196904
30159,Kahveler,38.430265,27.199239
30161,Park,38.4295,27.2029
30163,Altındağ Atatürk Kültür Merkezi STK Yerleşke,38.4285492578728,27.2065999228458
30165,Bulvar,38.4276007495868,27.2110000558027
30513,Turanlar,38.4305007927293,27.224499987657
30515,Işıkkent Mezarlık,38.4295007983852,27.2278999786206
30517,Yıldız,38.42696,27.229564
30519,Işıkkent,38.4258007933714,27.2306999848354
30521,Hatice Güzelcan Anadolu Lisesi,38.4261008003165,27.2329999743348
30523,Yener,38.4246,27.2351
30531,Duyar,38.42517,27.23929
30509,Kuzey,38.4264,27.2407
30533,Meltem,38.4277,27.2393
30947,Karaçam,38.5177789500691,27.2710575675309
32386,Karaçam Park,38.5187312224332,27.272628208155
32384,Karaçam Santral,38.5196602170691,27.2709252100387
32382,Karaçam Çiftlik,38.5176732010443,27.2685112379611
30946,Trafo,38.5162794418812,27.2708079229532
30950,Karaçam Havuz,38.5143445650598,27.2692966575733
10037,Konak,38.416633,27.126987
40137,Nato 1,38.3929,27.1406
40141, Şirinyer Ertuğrul Gazi Anadolu Lisesi,38.3886245157221,27.1417394528911
40143,Akıncılar Cami,38.386,27.1436
40145,Akıncılar Merkez,38.3845255117717,27.1459868877471
40175,İzban Koşu Durağı,38.3834915108013,27.1471704419394
40177,Fırın,38.3788,27.146
40337,Nilüfer,38.3773,27.1473
40339,Bloklar,38.3755,27.1493
40329,Üçyol,38.3733,27.1516
40331,Akasma,38.370737,27.154743
40387,Erguvan,38.3697,27.1568
40265,Zencefil,38.3675,27.1553
40355,Göksu,38.3663,27.1527
40357,Özel Sağlık,38.3681,27.1509
40360,Recep Ersayın İlkokulu,38.37061,27.148376
40361,Göksu Pazaryeri,38.3721474816736,27.1465754620057
41372,Göksu Parkı,38.3722344791743,27.144044470864
40183,İnkılap,38.3716,27.1428
40363,İrfan Nadir İlkokulu,38.369,27.1416
40186,İrfan Nadir İlkokulu,38.3694,27.1421
40365,Osman Bey Anadolu Lisesi,38.3684594563955,27.1441137152974
40366,Gökkuşağı,38.371207,27.146065
40362,Göksu Pazaryeri,38.3720314815424,27.1467304616141
40359,Recep Ersayın İlkokulu,38.370328,27.148705
40358,Özel Sağlık,38.3682,27.1507
40356,Göksu,38.365955471416,27.1526144489777
40266,Zencefil,38.3674,27.1555
40388,Erguvan,38.3701,27.1564
40330,Akasma,38.370869,27.154816
40328,Üçyol,38.3733,27.1517
40340,Bloklar,38.3753,27.1496
40338,Nilüfer,38.3773,27.1476
40178,Fırın,38.3789,27.1464
40176,İzban Koşu Durağı,38.3836,27.1474
40146,Akıncılar Merkez,38.3847,27.1458
40142,Akıncılar Cami,38.3867,27.1431
40140,Şirinyer Ertuğrul Gazi Anadolu Lisesi,38.3887025161479,27.1419224520394
40138,Nato 1,38.3927,27.1406
31851,Sağlık Müdürlüğü,38.4632007413678,27.1754000472041
31014,Bayraklı Siteler,38.463365,27.179786
31016,Fatih Cami,38.4634,27.1831
31015,Fatih Cami,38.4636,27.1831
31013,Bayraklı Siteler,38.46364,27.179456
